S_No,Speed_Range,Weight,Dead_Alive,Airbag,Seatbelt,Frontal,Sex,Age_of_Occupant,Year_of_Accident,Vehicle_Year,Airbag_Deploy,Occ_Role,Inj_Severity
2268,25-39,38.595,alive,Airbag,Yes,FALSE,Male,23,1997,1995,NoDeploy,Passenger,3
2269, 10-24,51.137,alive,No Airbag,Yes,FALSE,Male,25,1997,1987,Unavailable,Driver,3
2270, 10-24,281.378,alive,Airbag,Yes,TRUE,Female,25,1997,1995,Deploy,Driver,2
2271,40-54,38.595,alive,Airbag,Yes,FALSE,Female,25,1997,1997,Deploy,Driver,3
2272,25-39,38.595,alive,No Airbag,No,TRUE,Male,25,1997,1985,Unavailable,Driver,1
2273,25-39,38.595,alive,No Airbag,No,TRUE,Male,20,1997,1985,Unavailable,Passenger,1
2274,55+,51.137,alive,No Airbag,Yes,TRUE,Male,20,1997,1986,Unavailable,Driver,0
2275, 10-24,301.71,alive,Airbag,Yes,TRUE,Female,54,1997,1997,Deploy,Driver,2
2276,25-39,301.71,alive,No Airbag,Yes,TRUE,Male,16,1997,1988,Unavailable,Driver,2
2277,25-39,301.71,alive,No Airbag,Yes,TRUE,Male,16,1997,1988,Unavailable,Passenger,2
2278, 10-24,4128.609,alive,No Airbag,No,FALSE,Female,62,1997,1992,Unavailable,Driver,1
2279, 10-24,4128.609,alive,Airbag,Yes,TRUE,Male,37,1997,1993,Deploy,Driver,2
2280,25-39,38.595,alive,No Airbag,Yes,TRUE,Male,22,1997,1989,Unavailable,Driver,3
2281,25-39,38.595,alive,No Airbag,No,TRUE,Male,19,1997,1989,Unavailable,Passenger,2
2282,40-54,38.595,alive,Airbag,Yes,TRUE,Female,42,1997,1996,Deploy,Driver,3
2283,40-54,38.595,alive,Airbag,Yes,TRUE,Male,34,1997,1996,Deploy,Passenger,2
2284, 10-24,38.595,alive,No Airbag,Yes,FALSE,Female,39,1997,1989,Unavailable,Driver,3
2285, 10-24,38.595,alive,Airbag,Yes,TRUE,Female,27,1997,1994,Deploy,Driver,3
2286, 10-24,1011.323,alive,No Airbag,Yes,TRUE,Female,47,1997,1990,Unavailable,Driver,2
2287, 10-24,1011.323,alive,Airbag,Yes,FALSE,Female,31,1997,1993,NoDeploy,Driver,2
2288, 10-24,7065.871,alive,No Airbag,No,TRUE,Male,19,1997,1989,Unavailable,Driver,0
2289, 10-24,7065.871,alive,No Airbag,Yes,TRUE,Male,21,1997,1989,Unavailable,Passenger,0
2290,25-39,38.595,alive,Airbag,No,TRUE,Male,59,1997,1996,Deploy,Driver,3
2291,25-39,38.595,alive,No Airbag,Yes,FALSE,Male,39,1997,1991,Unavailable,Driver,1
2292,40-54,51.137,alive,No Airbag,No,FALSE,Male,50,1997,1987,Unavailable,Driver,3
2293,25-39,264.515,alive,Airbag,Yes,FALSE,Male,17,1997,1994,Deploy,Driver,0
2294,25-39,264.515,alive,No Airbag,Yes,TRUE,Female,30,1997,1992,Unavailable,Driver,1
2295,25-39,264.515,alive,No Airbag,Yes,TRUE,Male,30,1997,1992,Unavailable,Passenger,0
2296,25-39,1217.231,alive,Airbag,Yes,FALSE,Female,26,1997,1996,NoDeploy,Driver,2
2297, 10-24,51.137,alive,No Airbag,Yes,FALSE,Female,19,1997,1988,Unavailable,Driver,3
2298, 10-24,51.137,alive,No Airbag,Yes,FALSE,Female,17,1997,1988,Unavailable,Passenger,3
2299, 10-24,2173.712,alive,No Airbag,Yes,FALSE,Female,22,1997,1987,Unavailable,Driver,2
2300, 10-24,116.448,alive,Airbag,Yes,TRUE,Female,38,1997,1994,Deploy,Driver,2
2301, 10-24,116.448,alive,Airbag,Yes,FALSE,Male,21,1997,1994,Deploy,Driver,3
2302, 10-24,116.448,alive,Airbag,Yes,FALSE,Female,19,1997,1994,Deploy,Passenger,3
2303,55+,63.633,dead,No Airbag,Yes,FALSE,Male,70,1997,1987,Unavailable,Driver,4
2304,55+,63.633,dead,No Airbag,Yes,FALSE,Female,71,1997,1987,Unavailable,Passenger,4
2305, 10-24,63.633,alive,No Airbag,Yes,TRUE,Female,50,1997,1989,Unavailable,Driver,3
2306, 10-24,120.967,alive,Airbag,Yes,FALSE,Male,53,1997,1994,NoDeploy,Driver,1
2307, 10-24,120.967,alive,Airbag,Yes,FALSE,Female,50,1997,1994,NoDeploy,Passenger,1
2308,25-39,120.967,alive,Airbag,No,TRUE,Male,21,1997,1996,Deploy,Driver,3
2309, 10-24,794.288,alive,Airbag,No,FALSE,Female,38,1997,1993,Deploy,Driver,2
2310, 10-24,794.288,alive,No Airbag,Yes,TRUE,Male,44,1997,1991,Unavailable,Driver,0
2311, 10-24,56.809,alive,Airbag,Yes,FALSE,Male,70,1997,1996,NoDeploy,Driver,0
2312, 10-24,56.809,alive,Airbag,Yes,FALSE,Female,67,1997,1996,NoDeploy,Passenger,3
2313, 10-24,56.809,alive,No Airbag,No,TRUE,Male,21,1997,1972,Unavailable,Driver,1
2314, 10-24,56.809,alive,No Airbag,No,TRUE,Male,19,1997,1972,Unavailable,Passenger,2
2315, 10-24,77.486,alive,Airbag,Yes,FALSE,Female,81,1997,1992,Deploy,Driver,3
2316, 10-24,77.486,dead,No Airbag,Yes,FALSE,Male,82,1997,1992,Unavailable,Passenger,3
2317, 10-24,77.486,alive,Airbag,Yes,FALSE,Female,42,1997,1992,NoDeploy,Driver,2
2318,40-54,74.243,alive,No Airbag,No,FALSE,Male,20,1997,1986,Unavailable,Driver,0
2319,40-54,74.243,alive,No Airbag,No,FALSE,Male,20,1997,1986,Unavailable,Passenger,2
2320,25-39,74.243,alive,No Airbag,Yes,TRUE,Male,23,1997,1972,Unavailable,Driver,0
2321, 10-24,45.255,alive,No Airbag,Yes,TRUE,Male,36,1997,1988,Unavailable,Driver,0
2322, 10-24,45.255,alive,No Airbag,No,TRUE,Male,40,1997,1988,Unavailable,Passenger,0
2323,55+,45.255,dead,No Airbag,Yes,TRUE,Male,30,1997,1989,Unavailable,Driver,4
2324,55+,45.255,alive,No Airbag,Yes,TRUE,Female,34,1997,1989,Unavailable,Passenger,3
2325,55+,45.255,alive,No Airbag,Yes,TRUE,Male,32,1997,1991,Unavailable,Driver,3
2326,40-54,52.345,dead,No Airbag,No,FALSE,Female,75,1997,1987,Unavailable,Driver,4
2327,40-54,14203.947,alive,No Airbag,Yes,TRUE,Male,87,1997,1986,Unavailable,Driver,2
2328,25-39,63.415,alive,No Airbag,Yes,FALSE,Male,16,1997,1985,Unavailable,Driver,3
2329,55+,63.272,dead,No Airbag,No,TRUE,Female,36,1997,1984,Unavailable,Driver,4
2330,55+,63.272,alive,No Airbag,No,TRUE,Male,36,1997,1984,Unavailable,Passenger,3
2331, 1-9,63.272,alive,No Airbag,No,TRUE,Female,31,1997,1984,Unavailable,Driver,2
2332, 1-9,63.272,alive,No Airbag,No,TRUE,Female,31,1997,1984,Unavailable,Passenger,2
2333, 10-24,53.77,alive,No Airbag,Yes,TRUE,Female,31,1997,1979,Unavailable,Driver,3
2334, 10-24,53.77,alive,No Airbag,Yes,TRUE,Male,43,1997,1979,Unavailable,Passenger,3
2335,25-39,53.77,alive,Airbag,Yes,FALSE,Female,20,1997,1995,NoDeploy,Driver,3
2336,40-54,76.653,alive,No Airbag,Yes,FALSE,Female,16,1997,1990,Unavailable,Driver,3
2337,40-54,76.653,alive,No Airbag,Yes,FALSE,Female,16,1997,1990,Unavailable,Passenger,2
2338,40-54,76.653,alive,No Airbag,Yes,TRUE,Male,29,1997,1989,Unavailable,Driver,2
2339,25-39,76.653,alive,No Airbag,Yes,TRUE,Male,45,1997,1982,Unavailable,Driver,1
2340,25-39,76.653,alive,No Airbag,No,FALSE,Male,23,1997,1988,Unavailable,Driver,3
2341,25-39,76.653,alive,No Airbag,No,FALSE,Female,20,1997,1988,Unavailable,Passenger,1
2342, 1-9,97.905,alive,Airbag,Yes,FALSE,Male,17,1997,1996,NoDeploy,Driver,1
2343, 1-9,97.905,alive,Airbag,Yes,FALSE,Female,28,1997,1996,NoDeploy,Passenger,0
2344,25-39,42.834,alive,Airbag,Yes,FALSE,Female,20,1997,1993,NoDeploy,Driver,3
2345,25-39,42.834,alive,Airbag,Yes,FALSE,Male,22,1997,1993,NoDeploy,Passenger,3
2346, 10-24,61.062,alive,No Airbag,No,FALSE,Male,22,1997,1983,Unavailable,Driver,2
2347, 10-24,61.062,alive,No Airbag,No,FALSE,Male,25,1997,1983,Unavailable,Passenger,3
2348,25-39,41.119,alive,No Airbag,No,TRUE,Female,42,1997,1986,Unavailable,Driver,3
2349, 10-24,1048.323,alive,Airbag,Yes,FALSE,Male,68,1997,1996,Deploy,Driver,1
2350, 10-24,1048.323,alive,Airbag,Yes,FALSE,Female,68,1997,1996,Deploy,Passenger,2
2351,25-39,1048.323,alive,Airbag,Yes,TRUE,Male,21,1997,1995,Deploy,Driver,0
2352,25-39,6496.298,alive,Airbag,Yes,FALSE,Female,85,1997,1996,NoDeploy,Driver,1
2353, 10-24,38.459,alive,Airbag,Yes,TRUE,Male,75,1997,1997,Deploy,Driver,3
2354, 10-24,1451.38,alive,No Airbag,Yes,TRUE,Male,22,1997,1984,Unavailable,Driver,0
2355, 10-24,1451.38,alive,No Airbag,No,TRUE,Female,18,1997,1984,Unavailable,Passenger,2
2356, 10-24,3085.368,alive,No Airbag,No,TRUE,Female,20,1997,1980,Unavailable,Driver,0
2357, 10-24,3085.368,alive,No Airbag,No,TRUE,Female,23,1997,1980,Unavailable,Passenger,0
2358, 10-24,107.099,alive,Airbag,Yes,TRUE,Female,39,1997,1995,Deploy,Driver,3
2359, 10-24,107.099,alive,No Airbag,Yes,TRUE,Female,32,1997,1988,Unavailable,Driver,1
2360,25-39,46.856,alive,No Airbag,No,TRUE,Male,46,1997,1987,Unavailable,Driver,3
2361, 10-24,46.856,alive,Airbag,No,FALSE,Female,59,1997,1994,NoDeploy,Driver,3
2362, 10-24,66.795,alive,No Airbag,No,FALSE,Female,24,1997,1972,Unavailable,Driver,3
2363,25-39,48.649,alive,No Airbag,Yes,TRUE,Female,41,1997,1989,Unavailable,Driver,0
2364,25-39,94.499,alive,No Airbag,Yes,TRUE,Male,57,1997,1985,Unavailable,Driver,2
2365,25-39,94.499,alive,No Airbag,No,TRUE,Male,47,1997,1985,Unavailable,Passenger,2
2366,25-39,94.499,alive,Airbag,Yes,FALSE,Male,79,1997,1996,NoDeploy,Driver,3
2367, 10-24,6209.887,alive,No Airbag,Yes,FALSE,Female,22,1997,1988,Unavailable,Driver,1
2368, 10-24,6209.887,alive,No Airbag,Yes,TRUE,Female,24,1997,1991,Unavailable,Driver,1
2369, 10-24,45.255,alive,Airbag,No,TRUE,Female,78,1997,1992,Deploy,Driver,4
2370,25-39,82.998,alive,No Airbag,Yes,TRUE,Female,45,1997,1994,Unavailable,Driver,3
2371,25-39,82.998,alive,No Airbag,No,TRUE,Male,19,1997,1994,Unavailable,Passenger,2
2372,25-39,51.764,alive,No Airbag,No,TRUE,Male,28,1997,1983,Unavailable,Driver,3
2373,55+,52.382,dead,No Airbag,No,TRUE,Male,67,1997,1987,Unavailable,Driver,4
2374,40-54,52.382,alive,No Airbag,Yes,FALSE,Female,48,1997,1989,Unavailable,Driver,3
2375,55+,88.474,alive,No Airbag,Yes,TRUE,Female,33,1997,1986,Unavailable,Driver,2
2376,55+,88.474,alive,No Airbag,No,TRUE,Female,29,1997,1988,Unavailable,Driver,3
2377,25-39,76.31,alive,No Airbag,Yes,FALSE,Female,35,1997,1984,Unavailable,Driver,3
2378,25-39,76.31,alive,Airbag,No,TRUE,Male,73,1997,1990,Deploy,Driver,2
2379,25-39,76.31,dead,No Airbag,No,TRUE,Female,73,1997,1990,Unavailable,Passenger,3
2380, 10-24,76.31,alive,No Airbag,Yes,TRUE,Female,52,1997,1985,Unavailable,Driver,0
2381, 10-24,76.31,alive,No Airbag,Yes,TRUE,Male,47,1997,1985,Unavailable,Passenger,0
2382,25-39,43.552,alive,Airbag,No,TRUE,Male,48,1997,1996,Deploy,Driver,2
2383,25-39,43.552,alive,No Airbag,No,TRUE,Female,52,1997,1996,Unavailable,Passenger,2
2384, 10-24,101.317,alive,No Airbag,No,TRUE,Male,20,1997,1986,Unavailable,Driver,2
2385, 10-24,101.317,alive,No Airbag,No,TRUE,Female,20,1997,1986,Unavailable,Passenger,3
2386, 10-24,889.602,alive,No Airbag,No,TRUE,Male,16,1997,1987,Unavailable,Driver,2
2387, 10-24,889.602,alive,No Airbag,Yes,TRUE,Male,17,1997,1985,Unavailable,Driver,2
2388, 10-24,889.602,alive,No Airbag,Yes,TRUE,Male,17,1997,1985,Unavailable,Passenger,1
2389,25-39,38.459,alive,Airbag,No,FALSE,Male,19,1997,1994,NoDeploy,Driver,0
2390,25-39,38.459,alive,Airbag,No,FALSE,Female,19,1997,1994,NoDeploy,Passenger,3
2391, 10-24,41.119,alive,No Airbag,No,FALSE,Male,23,1997,1987,Unavailable,Driver,3
2392, 10-24,41.119,alive,No Airbag,No,FALSE,Male,23,1997,1987,Unavailable,Passenger,3
2393,25-39,90.873,alive,No Airbag,No,TRUE,Female,23,1997,1987,Unavailable,Driver,3
2394,25-39,90.873,alive,No Airbag,No,TRUE,Female,16,1997,1987,Unavailable,Passenger,2
2395, 1-9,1696.185,alive,No Airbag,Yes,FALSE,Male,42,1997,1978,Unavailable,Driver,1
2396,25-39,45.255,alive,Airbag,Yes,FALSE,Female,18,1997,1992,Deploy,Driver,2
2397,25-39,45.255,dead,No Airbag,Yes,FALSE,Female,82,1997,1992,Unavailable,Passenger,4
2398, 10-24,45.255,alive,No Airbag,Yes,TRUE,Male,17,1997,1979,Unavailable,Driver,0
2399, 10-24,45.255,alive,No Airbag,Yes,TRUE,Female,18,1997,1979,Unavailable,Passenger,0
2400,25-39,38.459,alive,No Airbag,Yes,TRUE,Female,22,1997,1993,Unavailable,Driver,3
2401,25-39,38.459,alive,No Airbag,Yes,TRUE,Male,20,1997,1993,Unavailable,Passenger,3
2402,25-39,54.448,alive,No Airbag,No,TRUE,Female,40,1997,1988,Unavailable,Driver,3
2403,25-39,54.448,alive,No Airbag,Yes,FALSE,Female,17,1997,1986,Unavailable,Driver,3
2404,25-39,38.459,alive,Airbag,Yes,FALSE,Female,47,1997,1994,NoDeploy,Driver,3
2405,40-54,41.119,alive,No Airbag,Yes,FALSE,Male,17,1997,1989,Unavailable,Driver,3
2406,25-39,41.119,alive,No Airbag,No,TRUE,Male,33,1997,1986,Unavailable,Driver,3
2407,25-39,41.119,alive,No Airbag,No,TRUE,Male,28,1997,1987,Unavailable,Driver,3
2408,25-39,41.119,alive,No Airbag,No,TRUE,Male,28,1997,1987,Unavailable,Passenger,3
2409, 10-24,2108.473,alive,No Airbag,Yes,FALSE,Male,37,1997,1987,Unavailable,Driver,1
2410, 10-24,45.255,alive,No Airbag,No,FALSE,Male,30,1997,1985,Unavailable,Driver,2
2411, 10-24,45.255,dead,No Airbag,No,FALSE,Male,24,1997,1985,Unavailable,Passenger,4
2412, 10-24,45.255,alive,Airbag,Yes,TRUE,Female,35,1997,1993,Deploy,Driver,2
2413,40-54,41.119,alive,Airbag,Yes,FALSE,Female,25,1997,1993,NoDeploy,Driver,2
2414,40-54,41.119,alive,Airbag,Yes,FALSE,Female,59,1997,1993,NoDeploy,Passenger,1
2415, 10-24,41.119,alive,No Airbag,Yes,TRUE,Male,31,1997,1985,Unavailable,Driver,2
2416,25-39,1540.908,alive,Airbag,Yes,TRUE,Male,17,1997,1996,Deploy,Driver,2
2417, 10-24,7490.842,alive,No Airbag,Yes,TRUE,Male,67,1997,1989,Unavailable,Driver,0
2418,55+,45.255,dead,No Airbag,No,FALSE,Male,83,1997,1986,Unavailable,Driver,4
2419, 10-24,38.459,alive,Airbag,Yes,FALSE,Female,19,1997,1997,NoDeploy,Driver,0
2420, 10-24,38.459,alive,Airbag,No,FALSE,Male,19,1997,1997,NoDeploy,Passenger,3
2421, 10-24,1386.393,alive,No Airbag,Yes,TRUE,Female,68,1997,1989,Unavailable,Driver,2
2422, 10-24,1386.393,alive,No Airbag,Yes,TRUE,Female,65,1997,1989,Unavailable,Passenger,2
2423,40-54,45.255,dead,No Airbag,No,TRUE,Male,25,1997,1989,Unavailable,Driver,4
2424, 10-24,38.459,alive,Airbag,No,TRUE,Female,75,1997,1995,NoDeploy,Driver,3
2425,25-39,38.459,alive,No Airbag,No,FALSE,Male,86,1997,1977,Unavailable,Driver,3
2426,25-39,38.459,alive,No Airbag,No,FALSE,Female,79,1997,1977,Unavailable,Passenger,3
2427, 10-24,77.962,alive,No Airbag,Yes,TRUE,Female,46,1997,1991,Unavailable,Driver,3
2428, 10-24,77.962,alive,No Airbag,Yes,TRUE,Male,21,1997,1991,Unavailable,Passenger,0
2429,25-39,77.962,alive,Airbag,Yes,TRUE,Female,19,1997,1994,Deploy,Driver,3
2430, 10-24,48.623,alive,No Airbag,Yes,TRUE,Male,32,1997,1994,Unavailable,Driver,2
2431, 10-24,48.623,alive,No Airbag,Yes,TRUE,Female,45,1997,1983,Unavailable,Driver,3
2432, 10-24,38.459,alive,Airbag,Yes,FALSE,Female,31,1997,1996,NoDeploy,Driver,3
2433, 10-24,38.459,alive,Airbag,Yes,TRUE,Female,39,1997,1994,Deploy,Driver,3
2434, 10-24,41.119,alive,No Airbag,No,TRUE,Male,56,1997,1983,Unavailable,Driver,3
2435, 10-24,139.805,alive,No Airbag,No,TRUE,Male,38,1997,1993,Unavailable,Driver,3
2436,25-39,1227.536,alive,No Airbag,Yes,TRUE,Female,44,1997,1984,Unavailable,Driver,2
2437,55+,41.119,alive,No Airbag,No,TRUE,Male,28,1997,1979,Unavailable,Driver,3
2438,55+,41.119,alive,No Airbag,No,TRUE,Male,27,1997,1979,Unavailable,Passenger,3
2439, 10-24,110.528,alive,No Airbag,Yes,TRUE,Male,17,1997,1989,Unavailable,Driver,3
2440, 10-24,110.528,alive,No Airbag,No,TRUE,Male,18,1997,1989,Unavailable,Passenger,3
2441,40-54,970.475,alive,No Airbag,No,TRUE,Male,71,1997,1974,Unavailable,Driver,1
2442,40-54,970.475,alive,No Airbag,No,TRUE,Female,54,1997,1974,Unavailable,Passenger,1
2443,25-39,970.475,alive,No Airbag,Yes,TRUE,Male,55,1997,1984,Unavailable,Driver,1
2444,55+,45.255,alive,No Airbag,No,TRUE,Male,74,1997,1989,Unavailable,Driver,4
2445, 10-24,38.459,alive,Airbag,Yes,TRUE,Female,30,1997,1995,Deploy,Driver,3
2446, 10-24,38.459,alive,No Airbag,Yes,FALSE,Female,22,1997,1989,Unavailable,Driver,3
2447, 10-24,104.716,alive,No Airbag,No,TRUE,Female,25,1997,1993,Unavailable,Driver,3
2448, 10-24,104.716,alive,Airbag,Yes,FALSE,Male,68,1997,1990,Deploy,Driver,2
2449, 10-24,1954.578,alive,No Airbag,Yes,TRUE,Male,25,1997,1990,Unavailable,Driver,0
2450,25-39,104.936,alive,No Airbag,Yes,TRUE,Male,47,1997,1993,Unavailable,Driver,3
2451, 10-24,104.936,alive,No Airbag,Yes,TRUE,Female,35,1997,1987,Unavailable,Driver,0
2452, 10-24,104.936,alive,No Airbag,Yes,TRUE,Female,68,1997,1987,Unavailable,Driver,3
2453, 10-24,921.374,alive,Airbag,Yes,FALSE,Male,29,1997,1992,Deploy,Driver,3
2454, 10-24,921.374,alive,No Airbag,Yes,FALSE,Female,32,1997,1992,Unavailable,Passenger,2
2455, 10-24,2496.77,alive,No Airbag,Yes,TRUE,Female,19,1997,1993,Unavailable,Driver,0
2456, 10-24,2496.77,alive,Airbag,Yes,TRUE,Male,80,1997,1995,NoDeploy,Driver,0
2457,40-54,45.255,alive,No Airbag,No,TRUE,Male,28,1997,1984,Unavailable,Driver,4
2458, 10-24,45.255,alive,No Airbag,No,FALSE,Male,36,1997,1988,Unavailable,Driver,2
2459, 10-24,45.255,alive,No Airbag,No,FALSE,Female,36,1997,1988,Unavailable,Passenger,3
2460, 10-24,2074.119,alive,Airbag,Yes,TRUE,Male,71,1997,1990,Deploy,Driver,0
2461, 10-24,2074.119,alive,Airbag,Yes,FALSE,Female,20,1997,1994,NoDeploy,Driver,0
2462,25-39,45.255,dead,No Airbag,Yes,FALSE,Male,16,1997,1994,Unavailable,Driver,4
2463, 10-24,38.459,alive,Airbag,Yes,TRUE,Female,26,1997,1995,Deploy,Driver,3
2464, 10-24,38.459,alive,Airbag,Yes,TRUE,Male,28,1997,1995,NoDeploy,Passenger,0
2465, 10-24,38.459,alive,Airbag,Yes,TRUE,Female,38,1997,1994,Deploy,Driver,3
2466, 10-24,38.459,alive,No Airbag,Yes,TRUE,Male,48,1997,1994,Unavailable,Passenger,2
2467,25-39,38.459,alive,Airbag,Yes,TRUE,Female,20,1997,1996,Deploy,Driver,3
2468,25-39,41.119,alive,No Airbag,No,TRUE,Female,83,1997,1987,Unavailable,Driver,3
2469,25-39,41.119,alive,No Airbag,Yes,TRUE,Female,91,1997,1987,Unavailable,Passenger,1
2470,25-39,41.119,alive,No Airbag,No,TRUE,Female,26,1997,1987,Unavailable,Driver,3
2471, 1-9,2834.649,alive,No Airbag,No,FALSE,Male,17,1997,1987,Unavailable,Driver,0
2472, 1-9,2834.649,alive,No Airbag,Yes,FALSE,Male,19,1997,1987,Unavailable,Passenger,0
2473,25-39,70.178,alive,No Airbag,No,TRUE,Male,48,1997,1976,Unavailable,Driver,3
2474,25-39,70.178,alive,Airbag,Yes,TRUE,Female,58,1997,1996,Deploy,Driver,3
2475, 10-24,43.769,alive,No Airbag,No,TRUE,Male,49,1997,1986,Unavailable,Driver,2
2476, 10-24,43.769,alive,No Airbag,No,TRUE,Female,26,1997,1986,Unavailable,Passenger,3
2477,25-39,38.459,alive,Airbag,No,TRUE,Male,27,1997,1996,Deploy,Driver,3
2478, 10-24,547.317,alive,No Airbag,No,TRUE,Male,45,1997,1984,Unavailable,Passenger,0
2479, 10-24,547.317,alive,Airbag,Yes,FALSE,Female,27,1997,1996,Deploy,Driver,1
2480, 10-24,1251.605,alive,Airbag,Yes,TRUE,Male,18,1997,1997,Deploy,Driver,0
2481, 10-24,1251.605,alive,Airbag,Yes,TRUE,Male,18,1997,1997,Deploy,Passenger,0
2482, 10-24,1251.605,alive,Airbag,Yes,FALSE,Female,18,1997,1993,NoDeploy,Driver,1
2483, 10-24,1251.605,alive,Airbag,Yes,FALSE,Female,18,1997,1993,NoDeploy,Passenger,0
2484, 10-24,2660.682,alive,No Airbag,No,TRUE,Male,42,1997,1979,Unavailable,Driver,0
2485,25-39,91.807,alive,Airbag,No,FALSE,Female,26,1997,1995,NoDeploy,Driver,3
2486,25-39,91.807,alive,Airbag,No,FALSE,Male,27,1997,1995,NoDeploy,Passenger,1
2487, 10-24,91.807,alive,Airbag,Yes,TRUE,Male,27,1997,1996,Deploy,Driver,1
2488,40-54,40.165,alive,No Airbag,Yes,TRUE,Male,31,1997,1993,Unavailable,Driver,3
2489,55+,40.165,alive,Airbag,Yes,TRUE,Female,18,1997,1996,Deploy,Driver,3
2490,55+,40.165,alive,Airbag,Yes,TRUE,Male,32,1997,1996,Deploy,Passenger,3
2491,25-39,40.165,alive,Airbag,No,TRUE,Female,45,1997,1996,Deploy,Driver,3
2492,55+,57.258,alive,No Airbag,No,TRUE,Male,52,1997,1973,Unavailable,Driver,3
2493,55+,57.258,alive,No Airbag,No,TRUE,Male,25,1997,1973,Unavailable,Passenger,3
2494,25-39,3114.971,alive,No Airbag,No,TRUE,Male,31,1997,1989,Unavailable,Driver,2
2495,25-39,3114.971,alive,No Airbag,No,TRUE,Male,19,1997,1989,Unavailable,Passenger,2
2496, 10-24,47.425,alive,Airbag,No,FALSE,Male,23,1997,1996,Deploy,Driver,3
2497,40-54,67.606,alive,Airbag,Yes,TRUE,Male,24,1997,1988,Deploy,Driver,3
2498,40-54,94.667,alive,No Airbag,Yes,FALSE,Male,16,1997,1991,Unavailable,Driver,3
2499,40-54,94.667,alive,No Airbag,Yes,FALSE,Male,16,1997,1991,Unavailable,Passenger,2
2500, 1-9,25688.371,alive,Airbag,Yes,FALSE,Male,36,1997,1993,NoDeploy,Driver,0
2501,25-39,114.688,alive,No Airbag,No,TRUE,Male,17,1997,1987,Unavailable,Driver,3
2502,25-39,114.688,alive,No Airbag,No,TRUE,Male,18,1997,1987,Unavailable,Passenger,3
2503,25-39,114.688,alive,No Airbag,Yes,TRUE,Male,79,1997,1992,Unavailable,Driver,0
2504, 10-24,38.459,alive,Airbag,No,TRUE,Female,18,1997,1997,Deploy,Driver,3
2505, 10-24,38.459,alive,Airbag,No,TRUE,Female,18,1997,1997,Deploy,Passenger,3
2506,25-39,180.375,alive,No Airbag,No,FALSE,Male,29,1997,1986,Unavailable,Driver,3
2507, 10-24,1583.762,alive,No Airbag,Yes,FALSE,Female,74,1997,1992,Unavailable,Driver,1
2508, 10-24,1583.762,alive,No Airbag,Yes,TRUE,Female,17,1997,1989,Unavailable,Driver,1
2509, 10-24,3366.786,alive,No Airbag,Yes,FALSE,Female,42,1997,1991,Unavailable,Driver,2
2510,25-39,3366.786,alive,No Airbag,Yes,TRUE,Female,55,1997,1984,Unavailable,Driver,2
2511,25-39,118.453,alive,Airbag,Yes,TRUE,Female,22,1997,1995,Deploy,Driver,3
2512,25-39,118.453,alive,Airbag,Yes,TRUE,Female,22,1997,1995,Deploy,Passenger,3
2513, 10-24,51.823,alive,Airbag,Yes,TRUE,Male,25,1997,1996,Deploy,Driver,2
2514, 10-24,51.823,alive,Airbag,Yes,FALSE,Male,28,1997,1997,NoDeploy,Driver,2
2515, 10-24,51.823,alive,Airbag,Yes,FALSE,Female,26,1997,1997,NoDeploy,Passenger,2
2516,25-39,73.877,alive,No Airbag,No,TRUE,Male,16,1997,1981,Unavailable,Driver,3
2517,25-39,41.119,alive,No Airbag,No,TRUE,Male,26,1997,1988,Unavailable,Driver,3
2518,25-39,41.119,alive,No Airbag,No,TRUE,Female,31,1997,1988,Unavailable,Passenger,3
2519, 10-24,38.459,alive,No Airbag,Yes,FALSE,Male,20,1997,1990,Unavailable,Driver,3
2520, 10-24,38.459,alive,No Airbag,Yes,TRUE,Female,28,1997,1987,Unavailable,Driver,1
2521,25-39,192.437,alive,No Airbag,No,TRUE,Male,16,1997,1991,Unavailable,Driver,3
2522,25-39,4578.716,alive,Airbag,Yes,FALSE,Male,35,1997,1995,NoDeploy,Driver,0
2523, 10-24,568.368,alive,Airbag,Yes,TRUE,Female,27,1997,1997,Deploy,Driver,0
2524, 10-24,568.368,alive,Airbag,Yes,TRUE,Female,22,1997,1997,Deploy,Passenger,0
2525, 10-24,3522.089,alive,No Airbag,Yes,TRUE,Female,17,1997,1994,Unavailable,Driver,0
2526, 10-24,2763.016,alive,No Airbag,Yes,TRUE,Male,94,1997,1975,Unavailable,Driver,0
2527, 10-24,45.255,alive,Airbag,Yes,TRUE,Female,26,1997,1997,Deploy,Driver,1
2528,40-54,38.459,alive,No Airbag,No,TRUE,Male,30,1997,1994,Unavailable,Driver,3
2529,55+,48.592,dead,No Airbag,Yes,TRUE,Female,33,1997,1987,Unavailable,Driver,4
2530, 10-24,6202.666,alive,No Airbag,Yes,FALSE,Female,75,1997,1993,Unavailable,Driver,1
2531, 10-24,6202.666,alive,Airbag,Yes,TRUE,Female,17,1997,1986,NoDeploy,Driver,0
2532, 10-24,83.947,dead,No Airbag,No,TRUE,Male,65,1997,1979,Unavailable,Driver,3
2533,40-54,71.341,alive,No Airbag,No,TRUE,Female,37,1997,1994,Unavailable,Driver,3
2534, 10-24,523.856,alive,No Airbag,Yes,TRUE,Female,20,1997,1993,Unavailable,Driver,3
2535, 10-24,523.856,alive,No Airbag,Yes,TRUE,Female,17,1997,1993,Unavailable,Passenger,0
